id,carat,cut,color,clarity,depth,table,x,y,z
11055,0.4,Very Good,G,SI1,61.0,56.0,4.77,4.8,2.92
11056,1.01,Ideal,H,SI1,62.6,55.0,6.39,6.43,4.01
11057,0.32,Ideal,G,VS1,61.4,56.0,4.42,4.47,2.73
11058,0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89
11059,0.59,Ideal,D,SI1,61.6,57.0,5.44,5.41,3.34
11060,0.46,Ideal,G,IF,62.5,57.0,4.89,4.94,3.07
11061,0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2
11062,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6
11063,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48
11064,0.92,Premium,F,SI2,58.9,59.0,6.38,6.35,3.75
11065,0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72
11066,0.54,Premium,D,SI1,60.2,62.0,5.31,5.25,3.18
11067,0.31,Premium,D,SI2,60.1,60.0,4.38,4.41,2.64
11068,1.01,Ideal,G,VS2,61.0,56.0,6.47,6.51,3.96
11069,0.74,Ideal,F,VS2,61.9,57.0,5.79,5.81,3.59
11070,0.25,Very Good,F,IF,59.4,62.0,4.12,4.13,2.45
11071,0.9,Good,G,SI1,63.2,62.0,6.09,6.19,3.88
11072,1.14,Premium,H,VS2,61.7,60.0,6.74,6.67,4.14
11073,0.33,Ideal,G,VVS2,62.7,55.0,4.46,4.41,2.78
11074,0.55,Very Good,E,SI1,59.7,60.0,5.31,5.41,3.2
11075,1.23,Premium,F,SI2,61.2,58.0,6.91,6.84,4.21
11076,0.4,Ideal,G,VVS1,62.6,57.0,4.66,4.73,2.94
11077,2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06
11078,0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96
11079,1.14,Premium,G,VS2,61.9,58.0,6.68,6.72,4.15
11080,1.02,Ideal,J,VVS2,62.7,57.0,6.45,6.37,4.02
11081,1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59
11082,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43
11083,0.51,Ideal,F,SI1,61.7,56.0,5.12,5.15,3.17
11084,0.32,Ideal,H,SI2,61.4,56.0,4.4,4.43,2.71
11085,0.31,Ideal,F,VS1,62.4,55.0,4.37,4.35,2.72
11086,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65
11087,1.35,Premium,G,SI2,58.4,59.0,7.32,7.28,4.26
11088,1.05,Ideal,F,VVS2,61.9,57.0,6.52,6.5,4.03
11089,1.01,Very Good,F,SI2,62.7,59.0,6.35,6.4,4.0
11090,0.7,Ideal,E,SI1,60.6,57.0,5.76,5.79,3.5
11091,0.35,Ideal,G,VVS2,61.8,55.0,4.54,4.56,2.81
11092,1.01,Very Good,G,VS1,59.1,58.0,6.56,6.63,3.9
11093,1.51,Very Good,F,VS2,62.5,58.0,7.21,7.36,4.55
11094,0.31,Very Good,I,VVS1,62.8,55.0,4.33,4.36,2.73
11095,0.38,Premium,H,VS2,60.9,60.0,4.67,4.62,2.83
11096,0.4,Premium,F,SI2,62.6,60.0,4.68,4.65,2.92
11097,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83
11098,0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77
11099,0.7,Ideal,I,VVS2,61.8,56.0,5.69,5.75,3.54
11100,0.56,Very Good,E,VS2,61.8,56.0,5.28,5.31,3.27
11101,1.01,Ideal,D,SI1,62.0,57.0,6.37,6.44,3.97
11102,0.72,Good,E,VS1,57.9,60.0,5.97,5.91,3.44
11103,1.59,Very Good,J,VS2,62.9,58.1,7.39,7.45,4.66
11104,0.54,Very Good,F,SI1,59.3,60.0,5.32,5.37,3.17
11105,0.34,Ideal,H,IF,61.6,54.0,4.49,4.53,2.78
11106,0.33,Ideal,I,SI1,62.0,53.5,4.46,4.5,2.78
11107,0.25,Very Good,D,VS1,62.6,58.0,4.05,4.07,2.54
11108,1.52,Premium,D,SI1,58.4,60.0,7.57,7.52,4.41
11109,0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67
11110,0.32,Very Good,D,SI1,62.9,56.0,4.38,4.4,2.76
11111,1.49,Premium,H,SI1,61.9,57.0,7.35,7.31,4.54
11112,1.0,Very Good,F,SI2,61.6,61.0,6.33,6.36,3.91
11113,0.38,Ideal,G,SI1,61.0,57.0,4.66,4.71,2.86
11114,1.24,Very Good,J,SI2,62.2,58.0,6.82,6.94,4.28
11115,2.0,Ideal,F,I1,60.3,56.0,8.27,8.16,4.94
11116,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73
11117,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37
11118,1.13,Premium,G,VS1,58.6,59.0,6.91,6.84,4.03
11119,1.11,Premium,H,SI1,61.1,60.0,6.68,6.62,4.06
11120,0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71
11121,1.22,Ideal,H,VS1,61.9,54.0,6.88,6.9,4.26
11122,1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8
11123,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33
11124,0.31,Ideal,G,VVS1,61.6,55.0,4.38,4.42,2.71
11125,0.35,Ideal,I,VS1,62.1,54.0,4.54,4.57,2.83
11126,0.91,Very Good,H,SI1,63.4,55.0,6.18,6.15,3.91
11127,0.73,Very Good,E,SI2,62.1,58.0,5.75,5.81,3.59
11128,0.92,Ideal,E,SI2,62.6,57.0,6.22,6.18,3.88
11129,0.43,Premium,D,SI2,60.7,58.0,4.91,4.85,2.96
11130,0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67
11131,0.41,Ideal,G,VVS1,62.0,56.0,4.8,4.78,2.97
11132,1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57
11133,0.32,Ideal,I,VS2,61.6,56.0,4.37,4.39,2.7
11134,1.0,Very Good,G,IF,58.3,62.0,6.51,6.57,3.81
11135,0.97,Premium,H,SI2,58.8,58.0,6.44,6.41,3.78
11136,0.32,Ideal,E,VVS1,61.6,56.0,4.42,4.41,2.72
11137,0.24,Very Good,E,VVS1,61.7,58.0,3.94,4.0,2.45
11138,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92
11139,1.13,Ideal,E,VVS2,61.4,57.0,6.69,6.74,4.12
11140,2.0,Very Good,H,SI1,63.2,54.0,7.97,7.88,5.01
11141,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29
11142,1.01,Very Good,F,VS1,59.9,59.0,6.52,6.57,3.92
11143,1.01,Good,F,SI2,63.2,58.0,6.3,6.43,4.02
11144,2.0,Fair,G,SI2,65.1,57.0,7.84,7.78,5.09
11145,0.43,Very Good,F,VS2,61.3,59.0,4.81,4.84,2.96
11146,2.06,Premium,I,SI1,60.8,60.0,8.25,8.16,4.99
11147,0.7,Ideal,F,SI1,61.8,55.0,5.75,5.71,3.54
11148,0.51,Ideal,E,SI1,60.9,54.0,5.17,5.21,3.16
11149,0.31,Ideal,I,SI1,62.1,54.0,4.37,4.39,2.72
11150,1.06,Ideal,H,SI2,60.9,56.0,6.58,6.63,4.02
11151,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12
11152,1.56,Premium,I,VVS2,60.5,58.0,7.53,7.45,4.53
11153,1.3,Fair,H,I1,64.4,57.0,6.93,6.86,4.44
11154,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06
11155,0.51,Very Good,G,VS2,62.9,58.0,5.06,5.11,3.2
11156,1.01,Premium,G,VS2,59.0,61.0,6.62,6.56,3.89
11157,0.38,Ideal,D,SI2,61.1,56.0,4.65,4.71,2.86
11158,1.23,Premium,G,SI2,58.9,62.0,7.03,6.97,4.12
11159,0.5,Fair,E,SI1,66.5,58.0,4.87,4.9,3.25
11160,0.31,Good,H,VVS2,63.7,55.0,4.28,4.32,2.74
11161,0.5,Fair,F,SI2,65.8,57.0,4.97,4.83,3.23
11162,1.51,Very Good,F,SI2,63.4,58.0,7.29,7.22,4.6
11163,0.43,Ideal,F,VVS2,61.8,57.0,4.85,4.83,2.99
11164,0.68,Premium,G,SI1,61.9,60.0,5.66,5.62,3.49
11165,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9
11166,1.51,Ideal,H,VS2,62.2,57.0,7.33,7.29,4.55
11167,0.3,Premium,J,VS2,60.6,59.0,4.34,4.38,2.64
11168,1.41,Ideal,G,VS1,62.6,56.0,7.15,7.2,4.49
11169,1.07,Premium,H,SI2,62.2,59.0,6.47,6.53,4.04
11170,1.06,Ideal,F,SI1,61.2,55.0,6.62,6.57,4.03
11171,0.3,Ideal,F,VS2,61.3,55.0,4.32,4.3,2.64
11172,0.51,Premium,E,VS2,61.3,58.0,5.13,5.15,3.15
11173,1.51,Very Good,G,SI1,61.5,54.0,7.35,7.42,4.54
11174,0.38,Ideal,G,SI1,60.4,58.0,4.7,4.74,2.85
11175,1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97
11176,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86
11177,0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72
11178,0.74,Ideal,H,VS1,61.8,58.0,5.77,5.81,3.58
11179,1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02
11180,1.05,Premium,H,SI1,59.5,58.0,6.69,6.61,3.96
11181,0.32,Very Good,E,SI2,62.4,58.0,4.35,4.4,2.73
11182,0.31,Ideal,D,VS2,61.5,56.0,4.36,4.35,2.68
11183,1.04,Premium,F,VS2,60.1,59.0,6.61,6.56,3.96
11184,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37
11185,0.34,Ideal,E,VS2,62.4,55.0,4.48,4.53,2.81
11186,0.31,Ideal,H,SI1,61.8,54.0,4.35,4.4,2.7
11187,0.31,Ideal,F,VVS1,62.4,54.0,4.33,4.35,2.71
11188,1.0,Premium,G,VS2,61.6,58.0,6.44,6.42,3.96
11189,1.5,Ideal,I,SI1,64.2,59.0,7.13,7.1,4.57
11190,0.31,Very Good,E,SI1,63.1,55.0,4.36,4.33,2.74
11191,0.31,Good,F,VS2,63.7,59.0,4.26,4.31,2.73
11192,1.01,Ideal,F,VS1,62.0,57.0,6.42,6.46,3.99
11193,0.47,Very Good,E,VS2,62.6,57.0,4.92,4.95,3.09
11194,0.5,Premium,G,VVS2,60.9,59.0,5.12,5.09,3.11
11195,1.72,Premium,F,SI1,62.4,60.0,7.67,7.62,4.77
11196,0.71,Very Good,H,SI1,63.1,57.0,5.65,5.61,3.55
11197,0.3,Premium,E,SI1,62.3,58.0,4.32,4.29,2.68
11198,0.23,Fair,G,VVS2,61.4,66.0,3.87,3.91,2.39
11199,0.43,Ideal,E,VS2,62.8,56.0,4.86,4.79,3.03
11200,1.7,Good,I,SI2,63.6,59.0,7.62,7.52,4.8
11201,0.71,Very Good,G,VS1,60.8,63.0,5.76,5.68,3.48
11202,0.5,Very Good,G,VVS2,61.4,57.0,5.1,5.16,3.15
11203,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47
11204,0.39,Premium,H,SI1,62.0,60.0,4.71,4.65,2.9
11205,1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04
11206,0.33,Ideal,G,VVS1,61.5,56.0,4.46,4.45,2.74
11207,0.6,Ideal,F,SI2,61.7,56.0,5.41,5.38,3.33
11208,0.52,Ideal,F,VS2,60.3,57.0,5.2,5.24,3.15
11209,1.91,Very Good,G,SI1,63.1,59.0,7.9,7.86,4.97
11210,0.31,Ideal,G,IF,62.0,54.0,4.35,4.39,2.71
11211,0.72,Ideal,I,VVS2,62.5,56.0,5.71,5.74,3.58
11212,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55
11213,1.26,Ideal,J,SI1,62.0,56.0,6.9,6.93,4.29
11214,0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8
11215,0.7,Fair,F,SI1,64.8,60.0,5.57,5.54,3.6
11216,0.52,Ideal,G,VVS1,61.0,57.0,5.18,5.2,3.17
11217,1.51,Ideal,H,IF,62.7,56.0,7.26,7.38,4.59
11218,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05
11219,2.01,Premium,F,SI2,61.3,58.0,8.14,8.07,4.97
11220,0.85,Premium,F,VVS2,61.2,60.0,6.1,6.13,3.74
11221,0.27,Ideal,F,VS2,61.8,53.0,4.18,4.2,2.59
11222,0.7,Fair,H,VS2,64.9,56.0,5.49,5.51,3.57
11223,0.42,Ideal,D,SI1,62.1,54.0,4.84,4.86,3.01
11224,0.91,Very Good,G,VS2,64.0,56.6,6.09,6.15,3.92
11225,0.46,Ideal,G,VVS1,60.7,57.0,4.98,5.03,3.04
11226,0.9,Very Good,F,SI2,63.4,60.0,6.06,6.09,3.85
11227,0.37,Premium,D,VS1,60.2,60.0,4.63,4.68,2.8
11228,2.01,Ideal,I,SI1,62.4,54.0,8.04,7.96,5.0
11229,1.03,Ideal,G,VVS1,62.4,57.0,6.39,6.47,4.01
11230,0.88,Very Good,E,SI2,59.1,58.0,6.22,6.3,3.7
11231,1.14,Ideal,G,SI1,61.7,56.0,6.71,6.75,4.15
11232,0.3,Good,G,VVS1,63.2,58.0,4.23,4.25,2.68
11233,0.7,Very Good,I,VS1,61.4,57.0,5.72,5.74,3.52
11234,2.0,Premium,G,SI2,61.8,58.0,8.05,7.99,4.96
11235,1.1,Ideal,G,SI1,61.9,55.0,6.62,6.66,4.11
11236,0.52,Ideal,D,SI2,60.7,56.0,5.22,5.25,3.18
11237,1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39
11238,0.51,Good,E,SI1,63.9,54.0,5.05,5.09,3.24
11239,1.5,Premium,G,SI2,58.5,62.0,7.44,7.4,4.34
11240,0.73,Ideal,G,SI2,61.8,56.0,5.76,5.8,3.57
11241,1.05,Premium,H,SI1,60.2,62.0,6.57,6.52,3.94
11242,0.56,Ideal,H,VVS1,62.3,55.0,5.3,5.26,3.29
11243,0.31,Premium,G,IF,61.0,59.0,4.36,4.33,2.65
11244,1.01,Ideal,G,VS2,61.9,55.0,6.49,6.46,4.01
11245,0.55,Ideal,G,VVS2,62.2,54.0,5.23,5.3,3.27
11246,0.4,Very Good,G,VS1,62.9,54.8,4.71,4.76,2.98
11247,0.23,Very Good,E,VVS1,61.4,60.0,3.95,3.97,2.43
11248,0.31,Premium,E,VS1,61.1,58.0,4.37,4.34,2.66
11249,1.53,Premium,G,VS1,62.6,60.0,7.39,7.3,4.6
11250,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03
11251,2.06,Premium,I,SI1,60.9,61.0,8.32,8.16,4.99
11252,1.02,Ideal,F,SI1,60.1,59.0,6.59,6.56,3.95
11253,1.06,Very Good,F,SI1,63.4,58.0,6.51,6.42,4.1
11254,0.58,Ideal,E,SI2,62.7,56.0,5.29,5.34,3.33
11255,1.99,Good,J,VS2,62.9,61.0,7.91,8.06,4.99
11256,0.31,Ideal,G,IF,61.0,57.0,4.36,4.39,2.67
11257,0.39,Ideal,D,VS1,60.3,56.0,4.71,4.77,2.86
11258,2.0,Premium,H,SI1,60.1,61.0,8.13,8.1,4.88
11259,0.31,Ideal,F,VS1,60.6,56.0,4.39,4.42,2.67
11260,1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12
11261,1.13,Premium,H,SI2,59.4,58.0,6.74,6.8,4.02
11262,1.02,Premium,D,SI2,60.0,62.0,6.59,6.5,3.93
11263,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19
11264,0.8,Premium,G,IF,62.6,58.0,5.89,5.93,3.7
11265,0.41,Very Good,F,VS1,58.6,61.0,4.83,4.87,2.84
11266,1.14,Premium,I,VS1,62.3,59.0,6.69,6.64,4.15
11267,0.74,Ideal,H,VVS1,62.5,55.0,5.76,5.79,3.61
11268,0.79,Ideal,F,SI1,61.3,56.0,5.96,6.01,3.67
11269,0.3,Good,G,VVS2,63.2,57.0,4.24,4.27,2.69
11270,0.96,Fair,H,I1,60.1,62.0,6.21,6.0,3.68
11271,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69
11272,0.35,Premium,G,VVS1,59.3,61.0,4.62,4.58,2.73
11273,1.35,Very Good,I,SI1,59.5,58.0,7.28,7.17,4.3
11274,1.27,Ideal,G,VS1,59.6,57.0,7.09,7.06,4.22
11275,0.32,Premium,E,IF,60.0,61.0,4.5,4.46,2.69
11276,0.28,Very Good,D,VVS1,60.3,62.0,4.22,4.24,2.55
11277,0.32,Ideal,E,VVS2,61.6,55.0,4.42,4.45,2.73
11278,0.9,Good,F,SI1,63.6,59.0,6.07,6.12,3.88
11279,0.35,Good,H,VS2,63.7,57.0,4.48,4.53,2.87
11280,0.23,Good,E,VVS1,60.6,65.0,3.95,3.97,2.4
11281,0.47,Ideal,I,IF,62.2,55.0,4.99,5.01,3.11
11282,0.31,Very Good,F,VS2,62.8,57.0,4.34,4.36,2.73
11283,2.0,Premium,H,SI1,61.7,58.0,7.82,7.77,4.81
11284,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03
11285,0.74,Premium,F,VS1,61.7,57.0,5.85,5.79,3.59
11286,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31
11287,1.2,Premium,G,VS2,62.5,58.0,6.74,6.67,4.19
11288,1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59
11289,0.71,Premium,E,SI2,60.5,59.0,5.78,5.75,3.49
11290,0.52,Very Good,G,VS1,62.3,58.0,5.14,5.17,3.21
11291,0.51,Very Good,E,VS2,63.1,57.0,5.12,5.08,3.22
11292,0.37,Premium,G,VS1,58.4,59.0,4.76,4.69,2.76
11293,0.33,Premium,G,IF,60.8,58.0,4.42,4.46,2.7
11294,1.1,Very Good,G,IF,59.8,56.0,6.75,6.82,4.06
11295,0.3,Good,I,VVS1,63.8,56.0,4.26,4.23,2.71
11296,0.6,Very Good,H,SI1,63.1,60.0,5.3,5.35,3.36
11297,1.13,Premium,I,SI2,62.1,60.0,6.74,6.66,4.16
11298,1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39
11299,1.35,Premium,H,SI1,62.4,58.0,7.03,6.95,4.36
11300,0.83,Ideal,E,SI1,61.6,56.0,6.03,6.05,3.72
11301,0.34,Ideal,E,VS2,62.1,54.0,4.5,4.52,2.8
11302,0.74,Premium,E,SI2,62.2,57.0,5.79,5.77,3.59
11303,0.53,Good,G,VVS2,64.3,58.0,5.11,5.15,3.3
11304,0.32,Ideal,F,IF,61.2,57.0,4.44,4.45,2.72
11305,1.01,Good,E,VS2,60.8,63.0,6.44,6.46,3.92
11306,0.53,Ideal,G,SI1,61.0,56.0,5.23,5.26,3.2
11307,0.3,Ideal,I,VS1,62.5,54.0,4.32,4.29,2.69
11308,0.51,Very Good,D,SI2,62.8,57.0,5.1,5.12,3.21
11309,0.32,Premium,G,VS2,62.4,59.0,4.36,4.33,2.71
11310,1.0,Very Good,H,SI2,62.5,58.0,6.27,6.36,3.95
11311,0.44,Ideal,D,VS1,62.3,55.0,4.88,4.85,3.03
11312,0.41,Ideal,H,VS1,61.9,56.0,4.78,4.75,2.95
11313,0.36,Ideal,G,VVS1,60.9,57.0,4.63,4.57,2.8
11314,0.39,Ideal,I,VVS2,62.0,56.0,4.67,4.72,2.91
11315,0.7,Ideal,D,VS1,61.4,57.0,5.71,5.76,3.52
11316,0.77,Premium,I,VS2,61.6,58.0,5.92,5.96,3.66
11317,0.43,Premium,F,SI1,62.4,57.0,4.82,4.79,3.0
11318,0.74,Ideal,E,SI2,61.9,56.0,5.8,5.83,3.6
11319,1.0,Premium,F,SI1,61.2,58.0,6.4,6.44,3.93
11320,0.7,Ideal,D,SI1,60.7,56.0,5.72,5.75,3.48
11321,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69
11322,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02
11323,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14
11324,0.7,Very Good,E,SI1,63.2,60.0,5.6,5.51,3.51
11325,1.0,Very Good,E,I1,63.0,57.0,6.32,6.35,3.99
11326,0.7,Ideal,E,SI2,62.1,56.0,5.65,5.68,3.52
11327,0.31,Premium,I,SI1,62.8,60.0,4.31,4.29,2.7
11328,1.51,Good,D,SI1,63.6,61.0,7.1,7.25,4.56
11329,0.9,Very Good,G,SI1,62.9,54.0,6.14,6.16,3.87
11330,0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81
11331,2.0,Ideal,H,SI1,62.8,52.0,8.05,8.1,5.06
11332,0.55,Premium,F,VS1,60.3,58.0,5.32,5.29,3.2
11333,0.7,Good,F,VS2,60.1,56.0,5.73,5.78,3.46
11334,1.35,Premium,I,SI2,62.3,59.0,7.09,7.03,4.4
11335,1.49,Ideal,H,SI1,62.4,56.0,7.28,7.24,4.53
11336,0.41,Ideal,D,SI1,61.4,56.0,4.8,4.77,2.94
11337,0.5,Very Good,D,VS2,63.7,56.0,4.95,5.03,3.18
11338,0.52,Ideal,F,VVS1,59.8,59.0,5.21,5.25,3.13
11339,0.71,Ideal,F,SI2,65.3,53.0,5.64,5.58,3.67
11340,1.15,Ideal,H,VS2,62.6,57.0,6.75,6.69,4.21
11341,0.82,Very Good,E,VS2,62.6,60.0,5.91,5.97,3.72
11342,1.75,Very Good,H,SI2,60.8,60.0,7.72,7.8,4.72
11343,0.54,Very Good,E,VS1,61.7,58.0,5.24,5.27,3.24
11344,0.3,Ideal,H,VS2,62.2,54.0,4.33,4.35,2.7
11345,1.5,Very Good,D,SI1,63.5,57.0,7.23,7.28,4.61
11346,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44
11347,2.1,Fair,G,SI2,65.0,56.0,8.09,7.98,5.21
11348,0.54,Premium,H,VVS2,60.6,60.0,5.29,5.31,3.21
11349,1.5,Good,I,VS1,61.2,62.0,7.26,7.32,4.46
11350,1.01,Good,E,SI1,64.1,59.0,6.31,6.35,4.06
11351,1.02,Premium,F,SI2,61.5,58.0,6.49,6.42,3.97
11352,1.58,Premium,E,SI2,61.0,60.0,7.54,7.51,4.59
11353,1.0,Premium,H,SI2,59.4,60.0,6.55,6.49,3.87
11354,1.41,Premium,G,VS1,62.1,59.0,7.1,7.06,4.4
11355,0.81,Ideal,F,SI2,62.6,55.0,5.92,5.96,3.72
11356,0.7,Very Good,D,SI1,62.4,57.0,5.64,5.67,3.53
11357,1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95
11358,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87
11359,1.05,Ideal,G,VS2,61.6,56.0,6.52,6.56,4.03
11360,1.5,Good,H,VS1,63.4,59.0,7.2,7.29,4.59
11361,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.85
11362,0.32,Premium,J,VS1,61.7,58.0,4.38,4.4,2.71
11363,0.37,Premium,E,VS2,60.2,58.0,4.65,4.68,2.81
11364,0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76
11365,0.43,Ideal,F,VVS2,62.2,55.0,4.83,4.85,3.01
11366,0.93,Very Good,D,SI1,60.8,60.0,6.24,6.3,3.81
11367,0.61,Very Good,H,VVS2,62.8,58.0,5.4,5.42,3.4
11368,0.38,Ideal,I,VS1,62.0,54.0,4.67,4.72,2.91
11369,1.54,Ideal,G,I1,61.6,55.0,7.43,7.4,4.57
11370,1.01,Premium,G,VVS2,60.5,60.0,6.58,6.51,3.96
11371,0.37,Ideal,I,VS2,61.7,57.0,4.64,4.6,2.85
11372,1.11,Premium,H,SI2,60.4,59.0,6.7,6.64,4.03
11373,0.71,Ideal,G,SI1,60.6,56.0,5.76,5.82,3.51
11374,1.0,Premium,F,SI1,61.4,62.0,6.36,6.32,3.89
11375,0.77,Premium,E,SI2,62.5,60.0,5.84,5.8,3.64
11376,0.31,Ideal,H,VVS2,61.8,56.0,4.34,4.36,2.69
11377,0.5,Ideal,E,SI2,61.4,57.0,5.14,5.09,3.14
11378,0.6,Premium,E,SI1,60.8,58.0,5.46,5.5,3.33
11379,0.31,Ideal,G,VS2,62.0,57.0,4.37,4.34,2.7
11380,0.77,Very Good,I,VS2,63.4,58.0,5.81,5.74,3.66
11381,1.14,Premium,F,SI2,60.8,58.0,6.79,6.74,4.11
11382,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72
11383,0.59,Very Good,E,VS2,62.3,55.0,5.39,5.43,3.37
11384,0.55,Ideal,D,VS2,61.5,56.0,5.28,5.25,3.24
11385,0.71,Premium,F,SI1,61.6,57.0,5.73,5.7,3.52
11386,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21
11387,1.11,Very Good,E,SI2,62.0,58.0,6.61,6.68,4.12
11388,0.35,Ideal,F,VS1,62.4,57.0,4.52,4.49,2.81
11389,0.77,Good,H,SI1,63.0,65.0,5.82,5.74,3.64
11390,0.26,Very Good,G,VS1,62.1,56.0,4.07,4.11,2.54
11391,0.31,Very Good,H,SI1,58.7,60.0,4.43,4.47,2.61
11392,1.24,Premium,F,VVS2,62.0,55.0,6.95,6.88,4.29
11393,1.12,Ideal,D,SI1,61.2,58.0,6.65,6.68,4.08
11394,1.68,Ideal,J,VS1,61.1,57.0,7.64,7.7,4.69
11395,0.5,Ideal,H,IF,61.0,56.0,5.15,5.17,3.15
11396,1.01,Very Good,E,VS2,60.9,57.0,6.41,6.47,3.92
11397,0.71,Very Good,G,SI1,63.4,58.0,5.65,5.68,3.59
11398,0.75,Ideal,G,VVS2,62.2,56.0,5.78,5.82,3.61
11399,0.32,Premium,E,VS2,61.6,59.0,4.43,4.4,2.72
11400,1.58,Ideal,F,SI1,61.9,55.0,7.52,7.47,4.64
11401,0.71,Very Good,F,SI1,62.3,60.0,5.65,5.68,3.53
11402,0.32,Ideal,D,VVS1,61.5,57.0,4.43,4.45,2.73
11403,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53
11404,0.33,Ideal,F,VS1,62.1,55.0,4.43,4.46,2.76
11405,0.4,Ideal,G,VS1,62.9,55.0,4.76,4.71,2.98
11406,0.51,Ideal,G,VVS1,62.6,57.0,5.08,5.14,3.2
11407,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01
11408,1.06,Very Good,G,VS1,61.7,57.0,6.52,6.56,4.04
11409,0.56,Very Good,F,SI1,63.2,56.0,5.29,5.24,3.33
11410,0.3,Ideal,F,VS1,61.6,54.7,4.33,4.34,2.67
11411,0.41,Very Good,D,VS2,59.2,58.0,4.83,4.87,2.87
11412,2.03,Very Good,I,SI2,62.2,54.0,8.11,8.15,5.06
11413,0.3,Premium,G,SI1,58.8,60.0,4.39,4.35,2.57
11414,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0
11415,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84
11416,0.53,Premium,F,VS2,61.4,60.0,5.18,5.21,3.19
11417,0.3,Premium,D,VS2,60.6,59.0,4.28,4.36,2.62
11418,0.71,Premium,F,SI1,61.1,62.0,5.76,5.72,3.51
11419,0.3,Very Good,G,VS1,60.8,61.0,4.31,4.34,2.63
11420,1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27
11421,0.31,Good,E,SI1,63.3,55.0,4.33,4.36,2.75
11422,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97
11423,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13
11424,0.71,Ideal,F,SI2,62.1,54.0,5.72,5.74,3.56
11425,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26
